,memo_id,task_id,memo_type_id,proj_id,task_memo
75,1384549,12456496,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
76,1384550,12456602,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
77,1384551,12456604,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
78,1384552,12456605,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
79,1384553,12456612,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
80,1384554,12456686,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
81,1384555,12456687,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
82,1384556,12456689,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
83,1384557,12456690,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
84,1384558,12456692,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
85,1384559,12456693,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
86,1384560,12456695,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
87,1384561,12456696,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
88,1384562,12456698,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
89,1384563,12456729,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
90,1384564,12456730,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
91,1384565,12456731,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
92,1384566,12456732,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
93,1384567,12456733,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
94,1384568,12456734,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
95,1384569,12456736,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
96,1384570,12456738,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
97,1384571,12456739,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
98,1384572,12456740,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
99,1384573,12456741,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
100,1384574,12456742,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
101,1384575,12456765,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
102,1384576,12456832,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
103,1384577,12456833,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
104,1384578,12456834,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
105,1384579,12456835,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
106,1384580,12456837,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
107,1384581,12456838,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
108,1384582,12456839,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
109,1384583,12456840,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
110,1384584,12456841,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
111,1384585,12456842,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
112,1384586,12456843,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
113,1384587,12456844,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
114,1384588,12456845,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
115,1384589,12456846,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
116,1384590,12456848,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
117,1384591,12456849,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
118,1384592,12456850,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
119,1384593,12456851,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
120,1384594,12456852,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
121,1384595,12456853,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
122,1384596,12456854,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
123,1384597,12456855,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
124,1384598,12456856,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
125,1384599,12456857,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
126,1384600,12456858,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Need to tie to material deliveries</FONT></BODY></HTML>"
127,1384601,12456859,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
128,1384602,12456860,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
129,1384603,12457108,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>106C, 107C, 109C, 110C, 132F @ El 131 105C, 111C @ El 160</FONT></BODY></HTML>"
130,1384604,12457143,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>106C, 107C, 109C, 110C, 132F @ El 131 105C, 111C @ El 160</FONT></BODY></HTML>"
131,1384605,12457159,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
132,1384606,12457160,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
133,1384607,12457162,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
134,1384608,12457163,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
135,1384609,12457165,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
136,1384610,12457166,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
137,1384611,12457168,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
138,1384612,12457169,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
139,1384613,12457171,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
140,1384614,12457172,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
141,1384615,12457174,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
142,1384616,12457175,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
143,1384617,12457177,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
144,1384618,12457178,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
145,1384619,12457180,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
146,1384620,12457181,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
147,1384621,12457183,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
