,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num,color
572,9048,,5303,PC-2 ZONE,PC-2,105,
573,9049,,5306,Variation Order No. 007,VO_007,105,
574,9050,,5306,Variation Order No. 011,VO_011,109,
575,9051,,5279,Issue IFC Drawings/EI/ Response  (by Client),IS,2,
576,9052,,5305,Structural Steel++ (EVS),05X,12,
577,9053,,5306,Variation Order No. 006,VO_006,104,
578,9054,,5305,Kitchen Equipment,KE,50,
579,9055,,5305,Secondary steel (excluding Stairs),056,23,
580,9056,,5279,Site Works,XW,802,
581,9057,,5304,Structural Steel+++,ST,100,
582,9058,,5304,Gypsum Partition,GP,200,
583,9059,,5305,BMU,BMU,51,
584,9060,,5305,Milestones,001,2,
585,9061,,5305,Inspection,010,4,
586,9062,,5305,GENERAL,GEN,5,
587,9063,,5306,Variation Order No. 008,VO_008,106,
588,9064,,5304,Post Tensioned Slab,PT,0,
589,9065,,5305,MEP,26X,36,
590,9066,,5305,Specialities,102,34,
591,9067,,5305,FF&E,110,49,
592,9068,,5305,Site works,312,41,
593,9069,,5305,"Doors, Windows and Ironmongery",080X,25,
594,9070,8970,5296,Test & Precommissioing,01,0,
595,9071,8987,5296,"Concrete, Concrete on Metal Deck",08,700,
596,9072,8974,5296,Piling,01,0,
597,9073,8986,5296,Signage,09,500,
598,9074,8895,5290,Zone S6-2,2,1,
599,9075,8896,5290,Zone S7-1,1,0,
600,9076,8896,5290,Zone S7-2,2,1,
601,9077,8874,5291,Zone S1-1,1,1,
602,9078,8874,5291,Zone S1-0,0,0,
603,9079,8978,5296,Landscaping | Clinic Entrance Area,09,800,
604,9080,8877,5291,Zone S4-0,0,0,
605,9081,8879,5290,Zone S9-1,1,0,
606,9082,8890,5290,Zone S1-3,3,101,
607,9083,8891,5290,Zone S2-2,2,1,
608,9084,8891,5290,Zone S2-3,3,2,
609,9085,8893,5290,Zone S4-1,1,0,
610,9086,8893,5290,Zone S4-2,2,1,
611,9087,8894,5290,Zone S5-1,1,0,
612,9088,8894,5290,Zone S5-2,2,1,
613,9089,8895,5290,Zone S6-1,1,0,
614,9090,8876,5291,Zone S3-2,2,2,
615,9091,8874,5291,Zone S1-2,2,101,
616,9092,8880,5290,Zone S10-2,2,1,
617,9093,8876,5291,Zone S3-0,0,0,
618,9094,8880,5290,Zone S10-3,3,2,
619,9095,8982,5296,Escalators,ES,102,
620,9096,8982,5296,Lifts,LF,0,
621,9097,8969,5296,Facade | Skylight,FSY,1301,
622,9098,8969,5296,Facade | Granite Veneer,FGV,1201,
623,9099,8983,5296,"Rolling Shades, Screens and Blinds",02,100,
624,9100,8978,5296,Landscaping | P3 (Water Feature),01,0,
625,9101,8958,5296,Minor Punch List Inspection,PI,200,
626,9102,8969,5296,Facade | C5 & C7 Systems,FC5,401,
627,9103,8979,5296,Installation of Hoists,01,0,
628,9104,8962,5296,Secondary Steel for Medical Equipment Installation,03,3,
629,9105,8969,5296,Facade | Diamond Glass System,FDG,101,
630,9106,8962,5296,"Steel Staircase, Handrails and Balustrades",01,0,
631,9107,8970,5296,Walk Through with Owner,03,200,
632,9108,8972,5296,Section 3,3,200,
633,9109,8974,5296,Structural Excavation and Backfill,03,100,
634,9110,8969,5296,Facade | C4 System,FC4,301,
635,9111,8985,5296,Foundation  of Tower Crane,01,3,
636,9112,9067,5305,Utility Belt and other Equipment,e,400,
637,9113,9067,5305,Millworks/Furnitures,f,500,
638,9114,8989,5296,MEP | Electronic Safety & Security,ESS,801,
639,9115,9052,5305,Cementitious Fireproofing,078,2,
640,9116,9069,5305,Overhead Coiling Doors,083,2,
641,9117,9069,5305,Hardware (Ironmongery),087,3,
642,9118,8996,5305,Ceiling Finishes,095,1,
643,9119,8996,5305,Floor Finishes,096,2,
644,9120,8952,5305,Elevators,142,0,
645,9121,8952,5305,Escalators,143,1,
646,9122,9065,5305,ELV Systems,270,1,
647,9123,9041,5305,Irrigation,328,0,
648,9124,9041,5305,Plants & planting,329,1,
649,9125,9065,5305,Electrical,260,402,
650,9126,9067,5305,Signage and Floor Markings,c,100,
651,9127,9067,5305,Wall Mounted Sensitve Equipment,d,300,
652,9128,9055,5305,Secondary Steel for Medical Equipment,b,100,
653,9129,9067,5305,FFE,a,0,
654,9130,9052,5305,Steel Deck,053,0,
655,9131,9052,5305,Structural steel,051,1,
656,9132,9067,5305,Wall Protection,b,1,
657,9133,9069,5305,Doors & Frames,081,1,
658,9134,9065,5305,Pnuematic Conveying Lines,403,102,
659,9135,9041,5305,Water Features,WF,101,
660,9136,9052,5305,Secondary Steel (Stairs),055,101,
661,9137,8996,5305,Painting,099,0,
662,9138,9055,5305,Handrails and Balustrades,a,0,
663,9139,9065,5305,Commissioning,018,802,
664,9140,8996,5305,Wall finishes,097,5,
665,9141,8987,5296,"Concrete, Corewall",04,300,
666,9142,8987,5296,"Concrete, Duct Banks and MEP Trenches",09,800,
667,9143,8972,5296,Section 2,2,100,
668,9144,8987,5296,"Concrete, Beams and Elevated Slab",07,600,
669,9145,8978,5296,Landscaping | North Park Area,06,500,
670,9146,8987,5296,"Concrete, Walls and Columns",05,400,
671,9147,8987,5296,"Concrete, Pilecaps and Grade Beams",02,100,
672,9148,8978,5296,Landscaping | P1 ((Water Feature),03,200,
673,9149,8971,5296,Ironmongery,IM,100,
674,9150,8962,5296,Steel Grill & Louvers,02,3,
675,9151,8875,5291,Zone S2-0,0,0,
676,9152,8875,5291,Zone S2-1,1,1,
677,9153,8875,5291,Zone S2-2,2,2,
678,9154,8875,5291,Zone S2-3,3,3,
679,9155,8874,5291,Zone S1-3,3,201,
680,9156,8876,5291,Zone S3-1,1,1,
681,9157,8879,5290,Zone S9-2,2,1,
682,9158,8880,5290,Zone S10-1,1,0,
683,9159,8878,5290,Zone S8-B2,B2,204,
684,9160,8881,5290,Zone S11-A1,A1,1,
685,9161,8980,5296,Ceramic Wall Tile,04,200,
686,9162,8978,5296,Landscaping | Emergency Parking Area,07,600,
687,9163,8968,5296,Waterproofing (General),01,0,
688,9164,8978,5296,Landscaping | CUP Area,05,400,
689,9165,8978,5296,Landscaping | Cube Pool & Reflecting Pool,04,300,
690,9166,8978,5296,Landscaping | P3 (Promenade Green),02,100,
691,9167,8968,5296,Vertical Waterproofing,03,200,
692,9168,8985,5296,Dismantling of Tower Crane,03,200,
693,9169,8970,5296,Snag List and Corrections,02,100,
694,9170,8980,5296,Floor Fiinish,03,200,
695,9171,8980,5296,Wall Finishes,02,102,
696,9172,8980,5296,Ceiling Finishes,01,0,
697,9173,8986,5296,Loading Dock FF&E,11,600,
698,9174,8986,5296,Millworks & Furnitures,10,501,
699,9175,8978,5296,Landscapitng at Roof Level 5,L5,1000,
700,9176,8986,5296,Loose FF&E (Controled Zone),02,100,
701,9177,8986,5296,Utility Belt,05,202,
702,9178,8972,5296,Section 1,1,0,
703,9179,8971,5296,Doors,DR,0,
704,9180,8962,5296,Miscellaneous Secondary Steel,05,103,
705,9181,8967,5296,Gypsum Board Partions,GY,0,
706,9182,8968,5296,Horizontal Waterproofing,02,100,
707,9183,8958,5296,Ceiling Inspection,CI,100,
708,9184,8986,5296,Medical & Patient Rooms  FF&E,04,200,
709,9185,8962,5296,Secondary Steel for Landscaping Roof Level 5,06,203,
710,9186,8978,5296,Landscaping | Great Lawn Area,08,700,
711,9187,8985,5296,Installation of Tower Crane,02,100,
712,9188,8979,5296,Dismantling of Hoists,02,100,
713,9189,8969,5296,Facade | Roof Parapet and Ceiling,PAR,1801,
714,9190,8968,5296,Waterproofing Membrane at Roof,04,300,
715,9191,8963,5296,Key Dates - by Building,BB,101,
716,9192,8958,5296,Wall Inspection,WI,0,
717,9193,8974,5296,Pilecap Treatment,02,3,
718,9194,8969,5296,Facade | VE ROOF System,VER,2501,
719,9195,8969,5296,Facade | Storefront System,SO,2401,
720,9196,8969,5296,Facade | Gallery Entrance Canopy,EC,2201,
721,9197,8969,5296,Facade | Steel Grate Catwalk,SG,2001,
722,9198,8969,5296,Facade | Vestibule,VE,1901,
723,9199,8969,5296,Facade | Courtyard,CY,2101,
724,9200,8969,5296,Facade | Canyon Atrium Interior Glazing,CA,2301,
725,9201,8969,5296,Facade | Perforated Steel Grille,PSG,1401,
726,9202,8969,5296,Facade | CW Cascade Wall,CW,501,
727,9203,8969,5296,Temporary Enclosure,TE,5,
728,9204,8969,5296,Facade | C2 System,FC2,5,
729,9205,8969,5296,Facade | M2 System,FM2,701,
730,9206,8969,5296,Facade | S2 System,FS2,901,
731,9207,8969,5296,Facade | C3 System,FC3,201,
732,9208,8974,5296,Miscellaneous Works,10,400,
733,9209,9065,5305,Fire Supression,211,202,
734,9210,9065,5305,Plumbing,220,0,
735,9211,9065,5305,HVAC,230,302,
736,9212,8988,5296,"Structural Steel, Cementitious Fireproofing",04,300,
737,9213,8896,5290,Zone S7-3A,3A,2,
738,9214,8895,5290,Zone S6-3B,3B,4,
739,9215,8986,5296,Wall Protection,03,201,
740,9216,8987,5296,"Concrete, Slab on Grade",06,500,
741,9217,8989,5296,MEP | ELV,MELV,301,
742,9218,8989,5296,MEP | Pneumatic Conveying Lines,MPN,501,
743,9219,8987,5296,"Concrete, Blinding",01,0,
744,9220,8986,5296,FF & E (General),01,0,
745,9221,8969,5296,Facade | S1 System,FS1,801,
746,9222,8986,5296,Food and Service Equipment,06,203,
747,9223,8891,5290,Zone S2-1A,1A,2,
748,9224,8890,5290,Zone S1-1A,1A,2,
749,9225,8890,5290,Zone S1-2A,2A,102,
750,9226,8881,5290,Zone S11-D,D,102,
751,9227,8878,5290,Zone S8-A,A,102,
752,9228,8878,5290,Zone S8-C,C,302,
753,9229,8878,5290,Zone S8-B,B,202,
754,9230,8890,5290,Zone S1-2B,2B,102,
755,9231,8881,5290,Zone S11-C,C,101,
756,9232,8881,5290,Zone S11-B,B,2,
757,9233,8896,5290,Zone S7-3B,3B,3,
758,9234,8892,5290,Zone S3-A,A,0,
759,9235,8891,5290,Zone S2-1B,1B,2,
760,9236,8892,5290,Zone S3-B,B,2,
761,9237,8895,5290,Zone S6-3A,3A,3,
762,9238,8892,5290,Zone S3-C,C,2,
763,9239,8890,5290,Zone S1-1B,1B,2,
764,9240,8988,5296,"Structural Steel, Metal Decking",03,200,
765,9241,8989,5296,MEP | Fire Suppression,MFS,0,
766,9242,8962,5296,Miscellaneous Secondary Steel,07,303,
767,9243,8989,5296,MEP | Plumbing,MPL,5,
768,9244,8989,5296,MEP | HVAC,MHV,101,
769,9245,8969,5296,Facade | M1 System,FM1,601,
770,9246,8989,5296,MEP | Electrical,MEL,201,
771,9247,8974,5296,Trench Earthworks & U/G Drainage,04,101,
772,9248,8969,5296,Facade | Louvers,FSL,1101,
773,9249,8987,5296,"Concrete, Other Structures",10,900,
774,9250,8988,5296,"Structural Steel, Alignment & Bolting",02,100,
775,9251,8988,5296,"Structural Steel,  Erection",01,0,
776,9252,8967,5296,Auto Folding Partitions,FP,100,
777,9253,9005,5296,Client Issue EI/PCO,01,0,
778,9254,8881,5290,Zone S11-A2,A2,2,
779,9255,8896,5290,Zone S7-4A,4A,103,
780,9256,8896,5290,Zone S7-4B,4B,203,
781,9257,8878,5290,Zone S8-B1,B1,203,
782,9258,9244,5296,"MEP | HVAC, Risers",RI,0,
783,9259,9243,5296,"MEP | Plumbing, Risers",RI,0,
784,9260,9096,5296,Lift #53 ~ 58,03,200,
785,9261,9096,5296,Platform Lift,01,0,
786,9262,9096,5296,Lift #54,02,100,
787,9263,9170,5296,Paving / Surfacing at Roof,08,700,
788,9264,9170,5296,Flooring (Terrazo),07,600,
789,9265,9206,5296,"Facade | S2 System, Stone Facade",SF,3,
790,9266,9243,5296,"MEP | Plumbing, Final  Fix",FF,200,
791,9267,9181,5296,Partitions | Metal Studs,1F,0,
792,9268,9241,5296,"MEP | Fire Suppression, Final  Fix",FF,300,
793,9269,9181,5296,Partitions | Closing,FF,101,
794,9270,9181,5296,Partitions | Early Walss & 1st Face,2F,3,
795,9271,9175,5296,Landscaping : Corten Pavilion,03,200,
796,9272,9217,5296,"MEP | ELV, 2nd Fix",2F,100,
797,9273,9175,5296,Landscapin - Utillities,05,400,
798,9274,9244,5296,"MEP | HVAC, Final  Fix",FF,200,
799,9275,9243,5296,"MEP | Plumbing, 1st Fix",1F,3,
800,9276,9175,5296,Landscaping | Floor Finish,02,100,
801,9277,9218,5296,MEP | Pneumatic Conveying Lines Risers,RI,3,
802,9278,9217,5296,"MEP | ELV, 1st Fix",1F,3,
803,9279,9244,5296,"MEP | HVAC, 2nd Fix",2F,100,
804,9280,9241,5296,"MEP | Fire Suppression, 2nd Fix",2F,200,
805,9281,9096,5296,Lift #16 - 17,22,2100,
806,9282,9170,5296,Ceramic & PorcelainTile Finish,02,100,
807,9283,9170,5296,Floor Finish (General),01,0,
808,9284,9170,5296,Helipad Markings,10,900,
809,9285,9218,5296,"MEP | Pneumatic Conveying Lines,Final  Fix",FF,200,
810,9286,9218,5296,"MEP | Pneumatic Conveying Lines, 2nd Fix",2F,100,
811,9287,9175,5296,Landscaping | Site Furnitures,04,300,
812,9288,9246,5296,"MEP | Electrical, Final  Fix",FF,200,
813,9289,9246,5296,"MEP | Electrical, 2nd Fix",2F,100,
814,9290,9095,5296,Esc 03,03,200,
815,9291,9095,5296,Esc 02,02,100,
816,9292,9095,5296,Esc 01,01,0,
817,9293,9096,5296,Lift #01,29,2800,
818,9294,9096,5296,Lift #02 ~ 06,28,2700,
819,9295,9096,5296,Lift #07 -08,27,2600,
820,9296,9096,5296,Lift #09,26,2500,
821,9297,9096,5296,Lift #10 -11,25,2400,
822,9298,9096,5296,Lift #12 - 13,24,2300,
823,9299,9191,5296,Key Dates- CUP,CU,700,
824,9300,9170,5296,Floor Sealer,05,400,
825,9301,9096,5296,Lift #14 - 15,23,2200,
826,9302,9179,5296,GlassDoors,03,201,
827,9303,9096,5296,Lift #18 - 19,21,2000,
828,9304,9096,5296,Lift #20 - 23,20,1900,
829,9305,9096,5296,Lift #24,19,1800,
830,9306,9096,5296,Lift #25,18,1700,
831,9307,9096,5296,Lift #26 - 27,17,1600,
832,9308,9171,5296,Wall Paint Finish,WP,100,
833,9309,9241,5296,"MEP | Fire Suppression, Risers",RI,3,
834,9310,9119,5305,Stone,ST,100,
835,9311,9119,5305,Floor Finish (General),FF,500,
836,9312,9119,5305,Access Floor,AF,400,
837,9313,9119,5305,Concrete Sealer,CS,600,
838,9314,9119,5305,Paving / Surfacing,PV,700,
839,9315,9119,5305,Rubber Sheet Flooring,RF,200,
840,9316,9119,5305,Ceramic Tiles,CT,300,
841,9317,9119,5305,Wooden Deck,WD,800,
842,9318,9119,5305,Terrazo,TZ,101,
843,9319,9191,5296,Key Dates - General,GN,900,
844,9320,9096,5296,Lift #30,15,1400,
845,9321,9170,5296,Floor Tiles (General),06,500,
846,9322,9175,5296,Landscaping Plants & Planting,06,500,
847,9323,9179,5296,Overhead Coiling Doors,05,302,
848,9324,9191,5296,Key Dates - Gallery Building,GA,200,
849,9325,9191,5296,Key Dates - Car Park,CP,600,
850,9326,9191,5296,Key Dates - Patient Tower,PT,500,
851,9327,9179,5296,Doors (General),06,402,
852,9328,9244,5296,"MEP | HVAC, 1st Fix",1F,3,
853,9329,9191,5296,Key Dates- D&T Building,DT,100,
854,9330,9243,5296,"MEP | Plumbing, 2nd Fix",2F,100,
855,9331,9179,5296,Metal Doors,02,100,
856,9332,9172,5296,Ceiling Paint,02,3,
857,9333,9170,5296,Access Floor,04,300,
858,9334,9170,5296,Rubber Flooring,03,200,
859,9335,9172,5296,Ceiling Gypsum Board Finish,GF,0,
860,9336,9191,5296,Key Dates- Swing Wing,SW,400,
861,9337,9096,5296,Lift #28. 29,16,1500,
862,9338,9170,5296,Stone Flooring,09,800,
863,9339,9246,5296,"MEP | Electrical, 1st Fix",1F,3,
864,9340,9096,5296,Lift #32,13,1200,
865,9341,9217,5296,"MEP | ELV, Final  Fix",FF,200,
866,9342,9096,5296,Lift #34. 35,11,1000,
867,9343,9096,5296,Lift #36. 38,10,900,
868,9344,9096,5296,Lift #39. 40,09,800,
869,9345,9096,5296,"Lift #41,  42",08,700,
870,9346,9096,5296,Lift #43 ~ 45,07,600,
871,9347,9096,5296,"Lift #46 ~ 48, 61",06,500,
872,9348,9096,5296,Lift #49,05,400,
873,9349,9096,5296,Lift #50 ~ 52,04,300,
874,9350,9119,5305,Carpet Tiles / Carpet,CPT,0,
875,9351,9191,5296,Key Dates - Clinic Building,CB,0,
876,9352,9096,5296,Lift #31,14,1300,
877,9353,9171,5296,Wall Finishing (General),01,0,
878,9354,9096,5296,Lift #33,12,1100,
879,9355,9191,5296,Key Dates - ICU Building,IC,300,
880,9356,9241,5296,"MEP | Fire Suppression, 1st Fix",1F,100,
881,9357,9351,5296,Key Dates- Commencement,ST,0,
882,9358,9327,5296,Doors,DR,100,
883,9359,9332,5296,Prime Coat,01,0,
884,9360,9308,5296,Prime and First Coat,01,0,
885,9361,9335,5296,Ceiling Closure,02,3,
886,9362,9308,5296,Paint Final Coat,02,100,
887,9363,9332,5296,Final Paint,02,100,
888,9364,9331,5296,Metal Doors,DR,3,
889,9365,9331,5296,Metal Door Frames,DF,0,
890,9366,9335,5296,Ceiling Grid,01,0,
891,9367,9327,5296,Door Frames,DF,0,
892,9368,,5323,Partitions 1st Face,P1F,2,
893,9369,,5323,"Partitions, Metal Studs",PMS,1,
894,9370,,5323,"Partitions, Closing",P2F,3,
895,9371,,5323,Jan 2011,01,0,0000FF
896,9372,,5323,Clinic Bldg,CB,100,
897,9373,,5323,MEP 1st Fix,M1F,4,
898,9374,,5324,R3,R3,0,0000FF
899,9375,,5325,R3 Package 3,R3,0,0000FF
900,8963,,5296,Key Dates and Construction Milestones,KD,2,
